0	kingdom	phylum	class	order	family	genus	species	x	y	species_name
ncbi41067	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus	6.517305	2.693704	Aspergillus candidus
ncbi41117	Metazoa	Arthropoda	Thecostraca	Pollicipedomorpha	Pollicipedidae	Pollicipes	Pollicipes pollicipes	-10.472971	20.069534	Pollicipes pollicipes
ncbi4113	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum tuberosum	-5.4555063	4.9847765	Solanum tuberosum
ncbi411798	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Vollenhovia	Vollenhovia emeryi	-11.025829	20.044178	Vollenhovia emeryi
ncbi412030		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium	Paramecium tetraurelia	29.831089	-3.0446293	Paramecium tetraurelia
ncbi412133		Parabasalia		Trichomonadida	Trichomonadidae	Trichomonas	Trichomonas vaginalis	11.824797	32.58658	Trichomonas vaginalis
ncbi413071	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma virens	9.149257	2.3243961	Trichoderma virens
ncbi41447	Metazoa	Chordata	Actinopteri	Carangiformes	Carangidae	Seriola	Seriola dumerili	43.912308	23.173183	Seriola dumerili
ncbi415028	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Corapipo	Corapipo altera	42.796215	24.689423	Corapipo altera
ncbi4155	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe	Erythranthe guttata	-5.197468	4.5026026	Erythranthe guttata
ncbi417921	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	Etheostoma cragini	17.261997	30.41672	Etheostoma cragini
ncbi4182	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum	Sesamum indicum	-6.062055	5.1455984	Sesamum indicum
ncbi418459	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis	13.11103	4.5174837	Puccinia graminis
ncbi41875	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	30.201532	-3.1224365	Bathycoccus prasinos
ncbi418784	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma pseudohaemuli	13.405678	3.4039261	Candidozyma pseudohaemuli
ncbi41895	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	Tribolium madens	-10.875705	19.931496	Tribolium madens
ncbi419612	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus ferus	19.34289	30.712694	Camelus ferus
ncbi420245		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania braziliensis	30.374758	-2.809271	Leishmania braziliensis
ncbi42026	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila bipectinata	9.861298	36.352325	Drosophila bipectinata
ncbi42100	Metazoa	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena sinus	20.378696	30.44595	Phocoena sinus
ncbi42229	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus avium	-5.753885	5.175881	Prunus avium
ncbi42254	Metazoa	Chordata	Mammalia	Eulipotyphla	Soricidae	Sorex	Sorex araneus	19.733086	31.36756	Sorex araneus
ncbi42260	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora mrakii	15.489531	5.531479	Zygotorulaspora mrakii
ncbi4232	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus annuus	-6.154854	5.025352	Helianthus annuus
ncbi42345	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix	Phoenix dactylifera	-6.347323	4.7075033	Phoenix dactylifera
ncbi423536		Perkinsozoa		Perkinsida	Perkinsidae	Perkinsus	Perkinsus marinus	29.755741	-3.3043618	Perkinsus marinus
ncbi4236	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca	Lactuca sativa	-5.9979334	4.468772	Lactuca sativa
ncbi42434	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	9.784376	36.42992	Culex pipiens
ncbi425011	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	7.4600096	2.7792747	Aspergillus niger
ncbi42514	Metazoa	Chordata	Actinopteri	Characiformes	Serrasalmidae	Pygocentrus	Pygocentrus nattereri	11.307891	33.67285	Pygocentrus nattereri
ncbi42526	Metazoa	Chordata	Actinopteri	Characiformes	Serrasalmidae	Colossoma	Colossoma macropomum	11.346945	33.69952	Colossoma macropomum
ncbi425265	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa	15.6811695	5.670217	Malassezia globosa
ncbi426418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	6.2733855	1.3305541	Pyrenophora tritici-repentis
ncbi426428	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum	7.3192163	-0.077706106	Fusarium oxysporum
ncbi42677	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium subglutinans	7.317098	-0.12962957	Fusarium subglutinans
ncbi431241	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei	9.162653	2.3164392	Trichoderma reesei
ncbi43146	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Rhopalosiphum	Rhopalosiphum maidis	-10.866763	19.895615	Rhopalosiphum maidis
ncbi43150	Metazoa	Chordata	Aves	Passeriformes	Hirundinidae	Hirundo	Hirundo rustica	21.8136	30.684551	Hirundo rustica
ncbi43179	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	Ictidomys tridecemlineatus	19.599598	30.129139	Ictidomys tridecemlineatus
ncbi431895			Choanoflagellata	Craspedida	Salpingoecidae	Monosiga	Monosiga brevicollis	30.346788	-1.2495452	Monosiga brevicollis
ncbi43335	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus alba	-6.378776	4.290299	Populus alba
ncbi433405	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarrhichthys	Anarrhichthys ocellatus	43.95819	23.126747	Anarrhichthys ocellatus
ncbi43346	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	Bison bison	11.315123	33.689545	Bison bison
ncbi435258		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania infantum	30.263868	-3.0892587	Leishmania infantum
ncbi436017	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	43.617085	23.119055	Ostreococcus sp. 'lucimarinus'
ncbi43689	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Simochromis	Simochromis diagramma	21.464413	29.178284	Simochromis diagramma
ncbi436907	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma	Vanderwaltozyma polyspora	15.555164	5.386659	Vanderwaltozyma polyspora
ncbi43700	Metazoa	Chordata	Actinopteri	Synbranchiformes	Synbranchidae	Monopterus	Monopterus albus	44.016644	23.102474	Monopterus albus
ncbi44056			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	12.837843	3.2296946	Aureococcus anophagefferens
ncbi441366	Metazoa	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gouania	Gouania willdenowi	9.8573	36.355804	Gouania willdenowi
ncbi441375		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium muris	30.126482	-3.6573882	Cryptosporidium muris
ncbi441894	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	Struthio camelus	43.81553	23.184687	Struthio camelus
ncbi441921	Metazoa	Arthropoda	Insecta	Hymenoptera	Diprionidae	Neodiprion	Neodiprion lecontei	-10.874426	19.89857	Neodiprion lecontei
ncbi441959	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus	9.261241	2.4184804	Talaromyces stipitatus
ncbi441960	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei	7.310983	2.3847458	Talaromyces marneffei
ncbi4432	Viridiplantae	Streptophyta	Magnoliopsida	Proteales	Nelumbonaceae	Nelumbo	Nelumbo nucifera	-6.0945597	4.7493258	Nelumbo nucifera
ncbi44394	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia albicollis	42.650993	24.838146	Zonotrichia albicollis
ncbi44415		Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis	30.102106	-3.6898868	Eimeria mitis
ncbi4442	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia	Camellia sinensis	-6.432747	4.419221	Camellia sinensis
ncbi45133	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae	6.5804048	1.495474	Lasiodiplodia theobromae
ncbi451745	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Nematolebias	Nematolebias whitei	17.200766	30.387903	Nematolebias whitei
ncbi452589	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride	8.882098	2.279371	Trichoderma atroviride
ncbi45264	Metazoa	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora millepora	-0.2125747	18.078274	Acropora millepora
ncbi45286	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium sinecaudum	15.40698	5.5405807	Eremothecium sinecaudum
ncbi4533	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza brachyantha	-6.236556	5.259539	Oryza brachyantha
ncbi45351	Metazoa	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	Nematostella	Nematostella vectensis	-0.18737477	18.052435	Nematostella vectensis
ncbi45357	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma haemuli	13.327592	3.306686	Candidozyma haemuli
ncbi454923	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Diachasma	Diachasma alloeum	-10.548861	19.609497	Diachasma alloeum
ncbi45513	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces spartinae	13.332567	3.3164985	Scheffersomyces spartinae
ncbi4555	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria	Setaria italica	-6.296232	5.1111274	Setaria italica
ncbi4556	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria	Setaria viridis	-6.3313804	5.080366	Setaria viridis
ncbi4558	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Sorghum	Sorghum bicolor	-6.349481	4.954125	Sorghum bicolor
ncbi45607	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella	Wickerhamiella sorbophila	15.505206	5.5691614	Wickerhamiella sorbophila
ncbi456900	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Cyphomyrmex	Cyphomyrmex costatus	-10.773316	21.251091	Cyphomyrmex costatus
ncbi456999	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	6.6514707	0.100550726	Rhizoctonia solani
ncbi4577	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea	Zea mays	-6.3261027	4.6657677	Zea mays
ncbi458696	Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Tripterygium	Tripterygium wilfordii	-5.72701	4.7389774	Tripterygium wilfordii
ncbi460523	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea polymorpha	13.255445	3.3010747	Ogataea polymorpha
ncbi460826	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Chelonus	Chelonus insularis	21.369703	29.134695	Chelonus insularis
ncbi4615	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Ananas	Ananas comosus	-6.22753	5.263046	Ananas comosus
ncbi461836				Apusomonadida	Apusomonadidae	Thecamonas	Thecamonas trahens	14.122959	5.3854723	Thecamonas trahens
ncbi462227		Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia sp. Xinjiang	30.20689	-3.7360785	Babesia sp. Xinjiang
ncbi464988			Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Hemiselmis	Hemiselmis andersenii	30.542791	-2.5189905	Hemiselmis andersenii
ncbi46514	Metazoa	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	Patiria miniata	-10.329828	20.91157	Patiria miniata
ncbi46731	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora damicornis	-0.18704885	18.104546	Pocillopora damicornis
ncbi4686	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Asparagus	Asparagus officinalis	-5.6734133	4.668102	Asparagus officinalis
ncbi470096	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria	Pseudovirgaria hyperparasitica	6.6385684	1.5855343	Pseudovirgaria hyperparasitica
ncbi471704	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Trachymyrmex	Trachymyrmex cornetzi	-10.798925	21.29551	Trachymyrmex cornetzi
ncbi47314	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila novamexicana	9.800278	36.412834	Drosophila novamexicana
ncbi473952	Metazoa	Arthropoda	Insecta	Hymenoptera	Megachilidae	Osmia	Osmia lignaria	-10.928619	21.262852	Osmia lignaria
ncbi4781		Oomycota		Peronosporales	Peronosporaceae	Plasmopara	Plasmopara halstedii	13.402092	4.8515615	Plasmopara halstedii
ncbi47969	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis aureus	20.19582	30.583166	Oreochromis aureus
ncbi481459	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus	17.132278	30.383528	Gasterosteus aculeatus
ncbi482537	Metazoa	Chordata	Mammalia	Dermoptera	Cynocephalidae	Galeopterus	Galeopterus variegatus	21.583357	29.389128	Galeopterus variegatus
ncbi48254	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora globosa	15.501812	5.56819	Torulaspora globosa
ncbi483514	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces octosporus	15.357874	5.197581	Schizosaccharomyces octosporus
ncbi484906		Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia bovis	30.16211	-3.6523724	Babesia bovis
ncbi48498	Metazoa	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella faveolata	-10.836814	19.884876	Orbicella faveolata
ncbi48563	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus	12.20121	1.5629992	Suillus bovinus
ncbi48578	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus paluster	12.183675	1.5548006	Suillus paluster
ncbi48586	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subalutaceus	12.1828785	1.5681654	Suillus subalutaceus
ncbi48587	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus subaureus	12.173706	1.5401897	Suillus subaureus
ncbi486041	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria bicolor	12.246296	1.5513757	Laccaria bicolor
ncbi486640	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Odontomachus	Odontomachus brunneus	21.649693	29.25096	Odontomachus brunneus
ncbi48698	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia formosa	44.063526	23.280685	Poecilia formosa
ncbi48699	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia latipinna	43.989895	23.274534	Poecilia latipinna
ncbi48701	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia mexicana	44.03311	23.27895	Poecilia mexicana
ncbi48883	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Geospiza	Geospiza fortis	43.110058	24.2515	Geospiza fortis
ncbi4896	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe	15.402377	5.2535105	Schizosaccharomyces pombe
ncbi4909	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia kudriavzevii	15.441673	5.489587	Pichia kudriavzevii
ncbi491861	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Grammomys	Grammomys surdaster	19.75289	30.45444	Grammomys surdaster
ncbi49369	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coffea	Coffea eugenioides	-6.0040393	4.458794	Coffea eugenioides
ncbi49451	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	Nicotiana attenuata	-5.8819504	5.0461617	Nicotiana attenuata
ncbi494514	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes lagopus	21.429018	29.213867	Vulpes lagopus
ncbi4950	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii	15.493526	5.439095	Torulaspora delbrueckii
ncbi4956	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces rouxii	15.447658	5.553887	Zygosaccharomyces rouxii
ncbi498019	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma auris	15.661335	5.429572	Candidozyma auris
ncbi498257	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium dahliae	7.095539	-0.1552706	Verticillium dahliae
ncbi4999	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella imperatae	12.194987	3.0656178	Kockovaella imperatae
ncbi500485	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium rubens	6.8477554	2.5486984	Penicillium rubens
ncbi5007	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Brettanomyces	Brettanomyces bruxellensis	15.614269	5.436275	Brettanomyces bruxellensis
ncbi502779	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Paracoccidioides	Paracoccidioides lutzii	11.543244	3.1920562	Paracoccidioides lutzii
ncbi502780	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Paracoccidioides	Paracoccidioides brasiliensis	11.534282	3.241463	Paracoccidioides brasiliensis
ncbi50390	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diabrotica	Diabrotica virgifera	13.830448	5.649628	Diabrotica virgifera
ncbi50402	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius vociferus	44.04247	23.233124	Charadrius vociferus
ncbi50429	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	-0.23673838	18.087	Stylophora pistillata
ncbi5068	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis	7.501841	2.7064784	Aspergillus tubingensis
ncbi5078	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium griseofulvum	6.9857745	2.6273608	Penicillium griseofulvum
ncbi5082	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roqueforti	6.791859	2.6694777	Penicillium roqueforti
ncbi508771		Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	12.10675	32.405064	Toxoplasma gondii
ncbi50954	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	Talpa	Talpa occidentalis	17.164957	30.268932	Talpa occidentalis
ncbi51031	Metazoa	Nematoda	Chromadorea	Rhabditida	Ancylostomatidae	Necator	Necator americanus	11.026168	33.298176	Necator americanus
ncbi510516	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	6.125012	3.079046	Aspergillus oryzae
ncbi510951	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma	9.304365	2.0693913	Neurospora tetrasperma
ncbi51240	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans	Juglans regia	-5.9087076	4.670878	Juglans regia
ncbi51298	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis myotis	17.215445	30.241713	Myotis myotis
ncbi51315		Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria necatrix	30.402847	-2.71864	Eimeria necatrix
ncbi51337	Metazoa	Chordata	Mammalia	Rodentia	Dipodidae	Jaculus	Jaculus jaculus	19.719896	31.001629	Jaculus jaculus
ncbi51338	Metazoa	Chordata	Mammalia	Rodentia	Castoridae	Castor	Castor canadensis	17.164038	30.159548	Castor canadensis
ncbi515849	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora anserina	9.26979	1.9895773	Podospora anserina
ncbi51637		Heterolobosea			Vahlkampfiidae	Naegleria	Naegleria lovaniensis	43.935608	22.537252	Naegleria lovaniensis
ncbi51655	Metazoa	Arthropoda	Insecta	Lepidoptera	Plutellidae	Plutella	Plutella xylostella	17.231834	30.257795	Plutella xylostella
ncbi516756	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Eufriesea	Eufriesea mexicana	-11.005055	21.003925	Eufriesea mexicana
ncbi51953	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Elaeis	Elaeis guineensis	-5.971001	5.0091977	Elaeis guineensis
ncbi520822	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Atta	Atta colombica	-11.005435	20.126238	Atta colombica
ncbi52239	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	Pseudochaenichthys	Pseudochaenichthys georgianus	18.162447	30.456999	Pseudochaenichthys georgianus
ncbi526221	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium alfalfae	7.1298	-0.12616172	Verticillium alfalfae
ncbi52644	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	Haliaeetus leucocephalus	43.31689	24.004946	Haliaeetus leucocephalus
ncbi52670	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Austrofundulus	Austrofundulus limnaeus	44.09491	23.31029	Austrofundulus limnaeus
ncbi52904	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus maximus	20.351004	30.47564	Scophthalmus maximus
ncbi5322	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	11.570942	1.062852	Pleurotus ostreatus
ncbi535722	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia gypsea	11.601017	3.2805007	Nannizzia gypsea
ncbi54180	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Trachypithecus	Trachypithecus francoisi	19.737696	31.300238	Trachypithecus francoisi
ncbi54343	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	Etheostoma spectabile	17.330814	30.275286	Etheostoma spectabile
ncbi543639	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Dermacentor	Dermacentor silvarum	12.325074	32.248753	Dermacentor silvarum
ncbi54374	Metazoa	Chordata	Aves	Mesitornithiformes	Mesitornithidae	Mesitornis	Mesitornis unicolor	44.072014	22.647728	Mesitornis unicolor
ncbi54380	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	Cariama	Cariama cristata	44.04127	22.634478	Cariama cristata
ncbi54383	Metazoa	Chordata	Aves	Eurypygiformes	Eurypygidae	Eurypyga	Eurypyga helias	44.089397	22.598127	Eurypyga helias
ncbi5454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta rabiei	6.291761	1.2386347	Ascochyta rabiei
ncbi5467	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum truncatum	6.7336802	0.039000675	Colletotrichum truncatum
ncbi54757		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei	30.05542	-3.7534094	Plasmodium vinckei
ncbi5478	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	15.464925	5.6012716	Nakaseomyces glabratus
ncbi5480	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida parapsilosis	13.305325	3.2548137	Candida parapsilosis
ncbi5481	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Diutina	Diutina rugosa	15.491447	5.546888	Diutina rugosa
ncbi54955	Viridiplantae	Streptophyta	Magnoliopsida	Proteales	Proteaceae	Telopea	Telopea speciosissima	-6.2353897	4.4282994	Telopea speciosissima
ncbi55291	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus	17.681547	30.270937	Polypterus senegalus
ncbi554065	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella variabilis	11.286105	32.692368	Chlorella variabilis
ncbi554155	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	Microsporum canis	11.561726	3.261567	Microsporum canis
ncbi55513	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia vera	-6.0322995	4.5067863	Pistacia vera
ncbi55577	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea cayenensis	-6.168049	4.886764	Dioscorea cayenensis
ncbi556484		Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum	14.23135	4.721774	Phaeodactylum tricornutum
ncbi55661	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus	Cuculus canorus	43.01449	24.363352	Cuculus canorus
ncbi559292	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	14.638128	5.144424	Saccharomyces cerevisiae
