0	kingdom	phylum	class	order	family	genus	species	subclass	superkingdom	x	y	species_name
ncbi1904413	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus clintonianus	Agaricomycetidae	Eukaryota	2.8788092	-3.5733428	Suillus clintonianus
ncbi1912936	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus discolor	Agaricomycetidae	Eukaryota	2.8500106	-3.5304995	Suillus discolor
ncbi1912939	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus fuscotomentosus	Agaricomycetidae	Eukaryota	2.8589525	-3.5624285	Suillus fuscotomentosus
ncbi192010	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium mangiferae	Hypocreomycetidae	Eukaryota	8.448463	-6.50066	Fusarium mangiferae
ncbi192404	Metazoa	Chordata	Mammalia	Chiroptera	Phyllostomidae	Sturnira	Sturnira hondurensis		Eukaryota	0.90669656	8.5960655	Sturnira hondurensis
ncbi1937702	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	Ogataea haglerorum		Eukaryota	1.4881577	-1.491447	Ogataea haglerorum
ncbi194338	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia		Eukaryota	-10.698004	7.2877707	Athene cunicularia
ncbi194408	Metazoa	Chordata	Amphibia	Gymnophiona	Rhinatrematidae	Rhinatrema	Rhinatrema bivittatum		Eukaryota	-10.43405	6.0860014	Rhinatrema bivittatum
ncbi195615	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Hippoglossus stenolepis	Neopterygii	Eukaryota	-3.120044	15.182746	Hippoglossus stenolepis
ncbi1964551	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis fragariae		Eukaryota	6.5852294	-3.7836068	Botrytis fragariae
ncbi198719	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila innubila	Pterygota	Eukaryota	-4.7864814	16.835655	Drosophila innubila
ncbi198806	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pugnax		Eukaryota	3.2311072	4.652059	Calidris pugnax
ncbi200361	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops	Aegilops tauschii	Petrosaviidae	Eukaryota	16.046122	11.143342	Aegilops tauschii
ncbi2015173	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Ooceraea	Ooceraea biroi	Pterygota	Eukaryota	0.93224305	6.177995	Ooceraea biroi
ncbi202533	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Stegodyphus dumicola		Eukaryota	0.728989	8.488825	Stegodyphus dumicola
ncbi202946	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx mantelli		Eukaryota	-10.672691	7.138655	Apteryx mantelli
ncbi205130	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Mastacembelus armatus	Neopterygii	Eukaryota	1.3015535	9.425231	Mastacembelus armatus
ncbi206008	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum	Panicum hallii	Petrosaviidae	Eukaryota	15.746153	11.417713	Panicum hallii
ncbi207650	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus vosnesenskii	Pterygota	Eukaryota	-0.068607606	5.0987315	Bombus vosnesenskii
ncbi207710	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis alba		Eukaryota	15.832881	11.043003	Prosopis alba
ncbi208452		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium coatneyi		Eukaryota	-2.7433112	2.7581444	Plasmodium coatneyi
ncbi209559	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alliaceus	Eurotiomycetidae	Eukaryota	8.487747	-3.701904	Aspergillus alliaceus
ncbi210225	Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	Nymphaea colorata		Eukaryota	15.787938	10.898613	Nymphaea colorata
ncbi210632	Metazoa	Chordata	Actinopteri		Ambassidae	Parambassis	Parambassis ranga	Neopterygii	Eukaryota	-10.480503	7.6557045	Parambassis ranga
ncbi211228	Metazoa	Arthropoda	Insecta	Hymenoptera	Cephidae	Cephus	Cephus cinctus	Pterygota	Eukaryota	0.84897953	5.3166037	Cephus cinctus
ncbi2126181	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena indigotica	Agaricomycetidae	Eukaryota	3.4609902	-3.9692187	Mycena indigotica
ncbi212818	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila	Chaetothyriomycetidae	Eukaryota	4.1062574	-2.6269228	Exophiala mesophila
ncbi214684	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans		Eukaryota	2.6692414	-2.0328298	Cryptococcus neoformans
ncbi214687	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa	Musa acuminata	Petrosaviidae	Eukaryota	15.888167	10.983762	Musa acuminata
ncbi215243	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma	Chaetothyriomycetidae	Eukaryota	4.0377235	-2.6761427	Exophiala oligosperma
ncbi215250	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	Acaromyces ingoldii		Eukaryota	3.1576684	-2.676201	Acaromyces ingoldii
ncbi215358	Metazoa	Chordata	Actinopteri		Sciaenidae	Larimichthys	Larimichthys crocea	Neopterygii	Eukaryota	-10.511072	7.6862087	Larimichthys crocea
ncbi217634	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplophora	Anoplophora glabripennis	Pterygota	Eukaryota	0.2685301	2.7364516	Anoplophora glabripennis
ncbi218467	Metazoa	Arthropoda	Arachnida	Scorpiones	Buthidae	Centruroides	Centruroides sculpturatus		Eukaryota	-1.4608854	3.419886	Centruroides sculpturatus
ncbi219594	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya fuligula		Eukaryota	3.3292007	5.5069866	Aythya fuligula
ncbi219809	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Pseudomyrmex	Pseudomyrmex gracilis	Pterygota	Eukaryota	0.8876551	6.113438	Pseudomyrmex gracilis
ncbi219896	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium oleosum		Eukaryota	15.300397	10.839293	Syzygium oleosum
ncbi221976	Metazoa	Chordata	Aves	Passeriformes	Passeridae	Pyrgilauda	Pyrgilauda ruficollis		Eukaryota	2.9892488	5.433556	Pyrgilauda ruficollis
ncbi222816	Metazoa	Arthropoda	Insecta	Hymenoptera	Orussidae	Orussus	Orussus abietinus	Pterygota	Eukaryota	0.38970375	5.210288	Orussus abietinus
ncbi222929	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii	Eurotiomycetidae	Eukaryota	3.3888974	-2.0688465	Coccidioides posadasii
ncbi223781	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	Aquila chrysaetos		Eukaryota	3.2044704	5.817579	Aquila chrysaetos
ncbi224129	Metazoa	Arthropoda	Insecta	Coleoptera	Buprestidae	Agrilus	Agrilus planipennis	Pterygota	Eukaryota	0.2975672	2.7381074	Agrilus planipennis
ncbi2249226	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans	Juglans microcarpa x Juglans regia		Eukaryota	15.556566	11.323191	Juglans microcarpa x Juglans regia
ncbi225117	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus	Pyrus x bretschneideri		Eukaryota	15.796681	11.223022	Pyrus x bretschneideri
ncbi225164	Metazoa	Mollusca	Gastropoda		Lottiidae	Lottia	Lottia gigantea	Patellogastropoda	Eukaryota	4.61376	8.818557	Lottia gigantea
ncbi225400	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis davidii		Eukaryota	-0.2736346	7.860587	Myotis davidii
ncbi22663	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Punica	Punica granatum		Eukaryota	15.255024	11.217135	Punica granatum
ncbi227086		Cercozoa	Chlorarachniophyceae			Bigelowiella	Bigelowiella natans		Eukaryota	-2.715976	1.3192422	Bigelowiella natans
ncbi227321	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans	Eurotiomycetidae	Eukaryota	8.813707	-3.9611123	Aspergillus nidulans
ncbi229533	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium graminearum	Hypocreomycetidae	Eukaryota	8.404062	-6.5706344	Fusarium graminearum
ncbi230844	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus maniculatus		Eukaryota	-3.3055408	13.959547	Peromyscus maniculatus
ncbi231269	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium coffeatum	Hypocreomycetidae	Eukaryota	8.397344	-6.5998974	Fusarium coffeatum
ncbi235443	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans		Eukaryota	2.651718	-2.0497432	Cryptococcus neoformans
ncbi236234	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia corticola		Eukaryota	7.5202894	-4.4118834	Diplodia corticola
ncbi237561	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida albicans		Eukaryota	1.4725424	-1.4340478	Candida albicans
ncbi237631	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Mycosarcoma	Mycosarcoma maydis		Eukaryota	1.8437387	1.7405967	Mycosarcoma maydis
ncbi240176	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea	Agaricomycetidae	Eukaryota	3.6836367	-3.8646007	Coprinopsis cinerea
ncbi240206	Metazoa	Chordata	Aves	Pterocliformes	Pteroclidae	Pterocles	Pterocles gutturalis		Eukaryota	-8.350661	7.493288	Pterocles gutturalis
ncbi241271	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Cheilinus	Cheilinus undulatus	Neopterygii	Eukaryota	-3.190356	14.738899	Cheilinus undulatus
ncbi242507	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	Sordariomycetidae	Eukaryota	5.6545014	-3.7816749	Pyricularia oryzae
ncbi244447	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Cynoglossus	Cynoglossus semilaevis	Neopterygii	Eukaryota	-10.104443	8.656652	Cynoglossus semilaevis
ncbi2448451	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Nomia	Nomia melanderi	Pterygota	Eukaryota	0.87591267	6.1777205	Nomia melanderi
ncbi245834	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neohortaea	Neohortaea acidophila	Dothideomycetidae	Eukaryota	3.6070783	-2.0536141	Neohortaea acidophila
ncbi246410	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides immitis	Eurotiomycetidae	Eukaryota	3.4342768	-2.0630608	Coccidioides immitis
ncbi246437	Metazoa	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia chinensis		Eukaryota	-4.1349955	15.966562	Tupaia chinensis
ncbi2478750	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis deweyae		Eukaryota	6.6367736	-3.7884655	Botrytis deweyae
ncbi2489341	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	Strigops habroptila		Eukaryota	3.1397128	5.788632	Strigops habroptila
ncbi253628	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava	Pleosporomycetidae	Eukaryota	3.6891987	-2.686418	Verruconis gallopava
ncbi254056	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea monophora	Chaetothyriomycetidae	Eukaryota	4.346958	-2.9589539	Fonsecaea monophora
ncbi2587831	Metazoa	Chordata		Testudines	Emydidae	Terrapene	Terrapene triunguis	Testudinata	Eukaryota	-10.3946905	6.314347	Terrapene triunguis
ncbi259920	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon typus	Elasmobranchii	Eukaryota	-10.297176	8.569498	Rhincodon typus
ncbi260615	Metazoa	Chordata		Testudines	Geoemydidae	Mauremys	Mauremys reevesii	Testudinata	Eukaryota	-6.8288593	14.731448	Mauremys reevesii
ncbi2606893	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Dipodascaceae	Magnusiomyces	Magnusiomyces paraingens		Eukaryota	1.6751965	-1.4381593	Magnusiomyces paraingens
ncbi2607531	Metazoa	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus sinensis	Coleoidea	Eukaryota	1.4029164	5.8647146	Octopus sinensis
ncbi260995	Metazoa	Chordata	Amphibia	Gymnophiona	Dermophiidae	Geotrypetes	Geotrypetes seraphini		Eukaryota	2.5848694	7.3830056	Geotrypetes seraphini
ncbi261658		Evosea	Eumycetozoa	Acytosteliales	Cavenderiaceae	Cavenderia	Cavenderia fasciculata		Eukaryota	-0.09073797	2.1553903	Cavenderia fasciculata
ncbi264951	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces variotii	Eurotiomycetidae	Eukaryota	3.643507	-2.3504314	Paecilomyces variotii
ncbi2652724	Metazoa	Cnidaria	Anthozoa	Actiniaria	Aiptasiidae	Exaiptasia	Exaiptasia diaphana	Hexacorallia	Eukaryota	4.3739305	9.004469	Exaiptasia diaphana
ncbi265458	Metazoa	Arthropoda	Insecta	Diptera	Cecidomyiidae	Contarinia	Contarinia nasturtii	Pterygota	Eukaryota	0.73819435	8.240876	Contarinia nasturtii
ncbi2656787	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Venustampulla	Venustampulla echinocandica		Eukaryota	6.4350595	-3.9427176	Venustampulla echinocandica
ncbi2691554	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus sp. IW2-2015	Neopterygii	Eukaryota	0.47587168	8.130089	Salvelinus sp. IW2-2015
ncbi2705178	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus vancouverensis	Pterygota	Eukaryota	-0.07647908	5.0972347	Bombus vancouverensis
ncbi2711	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus sinensis		Eukaryota	15.183426	11.1553335	Citrus sinensis
ncbi2715852	Metazoa	Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus imitator		Eukaryota	-2.2560143	13.296248	Cebus imitator
ncbi27291	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces paradoxus		Eukaryota	0.4077619	1.5750675	Saccharomyces paradoxus
ncbi2732470	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Bacidia	Bacidia gigantensis	Lecanoromycetidae	Eukaryota	3.7898	-2.3391035	Bacidia gigantensis
ncbi27334	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum	Eurotiomycetidae	Eukaryota	7.8645053	-3.2910447	Penicillium expansum
ncbi27405	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	Penaeus	Penaeus japonicus	Eumalacostraca	Eukaryota	0.29147607	4.5108433	Penaeus japonicus
ncbi27457	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera dorsalis	Pterygota	Eukaryota	-4.240792	16.114588	Bactrocera dorsalis
ncbi2754530	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces lactucae-debilis		Eukaryota	0.012977356	2.046191	Protomyces lactucae-debilis
ncbi27622	Metazoa	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		Eukaryota	-4.5655518	14.700674	Molossus molossus
ncbi27675	Metazoa	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	Choloepus didactylus		Eukaryota	1.3744415	10.114065	Choloepus didactylus
ncbi27687	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus		Eukaryota	-10.196452	7.851598	Erpetoichthys calabaricus
ncbi2769		Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	Chondrus crispus	Rhodymeniophycidae	Eukaryota	-8.356604	7.5500927	Chondrus crispus
ncbi27706	Metazoa	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus salmoides	Neopterygii	Eukaryota	1.3802905	9.654206	Micropterus salmoides
ncbi278856	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	Danaus plexippus	Pterygota	Eukaryota	-0.03907574	8.742646	Danaus plexippus
ncbi2795564	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola hyperantus	Pterygota	Eukaryota	-0.09691149	8.873275	Maniola hyperantus
ncbi279965	Metazoa	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Antrostomus	Antrostomus carolinensis		Eukaryota	-10.972939	7.980018	Antrostomus carolinensis
ncbi280036	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium graminicola		Eukaryota	1.8359993	1.7371527	Sporisorium graminicola
ncbi280463		Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi		Eukaryota	1.72675	-0.8363668	Emiliania huxleyi
ncbi280699		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	Cyanidioschyzon merolae		Eukaryota	-2.5714188	1.1892273	Cyanidioschyzon merolae
ncbi283035	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Sander	Sander lucioperca	Neopterygii	Eukaryota	1.1037557	9.743041	Sander lucioperca
ncbi283643	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans		Eukaryota	2.6473505	-2.0049717	Cryptococcus neoformans
ncbi28377	Metazoa	Chordata	Lepidosauria	Squamata	Dactyloidae	Anolis	Anolis carolinensis		Eukaryota	-10.472639	6.1177387	Anolis carolinensis
ncbi284591	Fungi	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia	Yarrowia lipolytica		Eukaryota	1.4099095	-1.3857154	Yarrowia lipolytica
ncbi284592	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii		Eukaryota	1.2574203	-1.0431193	Debaryomyces hansenii
ncbi284811	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium gossypii		Eukaryota	0.44128126	1.5704539	Eremothecium gossypii
ncbi284813	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon cuniculi		Eukaryota	-2.5588005	1.0802312	Encephalitozoon cuniculi
ncbi28526	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum pennellii		Eukaryota	15.916007	11.277599	Solanum pennellii
ncbi28532	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Cleomaceae	Tarenaya	Tarenaya hassleriana		Eukaryota	16.404432	10.6046	Tarenaya hassleriana
ncbi28584	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila suzukii	Pterygota	Eukaryota	-4.391229	16.319227	Drosophila suzukii
ncbi28588	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Zeugodacus	Zeugodacus cucurbitae	Pterygota	Eukaryota	-2.3128712	15.665072	Zeugodacus cucurbitae
ncbi28610	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis pomonella	Pterygota	Eukaryota	1.3312161	9.315519	Rhagoletis pomonella
ncbi28612	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis zephyria	Pterygota	Eukaryota	-1.2908434	8.657092	Rhagoletis zephyria
ncbi286419	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		Eukaryota	-1.4242781	8.8800745	Canis lupus
ncbi286706	Metazoa	Arthropoda	Insecta	Hemiptera	Pentatomidae	Halyomorpha	Halyomorpha halys	Pterygota	Eukaryota	0.26741302	8.309913	Halyomorpha halys
ncbi28737	Metazoa	Chordata	Mammalia	Macroscelidea	Macroscelididae	Elephantulus	Elephantulus edwardii		Eukaryota	1.399577	9.926412	Elephantulus edwardii
ncbi28743	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon variegatus	Neopterygii	Eukaryota	-10.491075	7.619239	Cyprinodon variegatus
ncbi28829	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Solea	Solea senegalensis	Neopterygii	Eukaryota	1.2341477	9.778446	Solea senegalensis
ncbi28985	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis		Eukaryota	0.94442993	0.15631731	Kluyveromyces lactis
ncbi29029	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila eugracilis	Pterygota	Eukaryota	-4.724061	16.849148	Drosophila eugracilis
ncbi29030	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila takahashii	Pterygota	Eukaryota	-4.7078733	16.815187	Drosophila takahashii
ncbi29053	Metazoa	Arthropoda	Insecta	Hymenoptera	Encyrtidae	Copidosoma	Copidosoma floridanum	Pterygota	Eukaryota	0.8695219	4.875885	Copidosoma floridanum
ncbi29058	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Helicoverpa	Helicoverpa armigera	Pterygota	Eukaryota	0.04131395	8.686184	Helicoverpa armigera
ncbi29073	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus maritimus		Eukaryota	-1.4486189	8.949154	Ursus maritimus
ncbi29078	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus	Eptesicus fuscus		Eukaryota	-4.5405188	14.714328	Eptesicus fuscus
ncbi29088	Metazoa	Chordata	Mammalia	Carnivora	Phocidae	Neomonachus	Neomonachus schauinslandi		Eukaryota	-2.3653746	15.592852	Neomonachus schauinslandi
ncbi291302	Metazoa	Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	Miniopterus natalensis		Eukaryota	-2.412928	15.55353	Miniopterus natalensis
ncbi29139	Metazoa	Chordata	Mammalia	Diprotodontia	Vombatidae	Vombatus	Vombatus ursinus		Eukaryota	-4.103457	15.851073	Vombatus ursinus
ncbi29144	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos	Chanos chanos	Neopterygii	Eukaryota	-10.128438	8.563817	Chanos chanos
ncbi29159	Metazoa	Mollusca	Bivalvia	Ostreida	Ostreidae	Magallana	Magallana gigas	Autobranchia	Eukaryota	4.582178	8.843877	Magallana gigas
ncbi293939	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus	Eurotiomycetidae	Eukaryota	8.593679	-3.7485702	Aspergillus lentulus
ncbi294128	Metazoa	Arthropoda	Malacostraca	Amphipoda	Hyalellidae	Hyalella	Hyalella azteca	Eumalacostraca	Eukaryota	0.69371164	4.6852922	Hyalella azteca
ncbi294381		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica		Eukaryota	-1.5657785	1.9732857	Entamoeba histolytica
ncbi294746	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii		Eukaryota	1.2589163	-1.0330739	Meyerozyma guilliermondii
ncbi294747	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida tropicalis		Eukaryota	1.075358	-0.339059	Candida tropicalis
ncbi296543		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana	Thalassiosirophycidae	Eukaryota	1.0882096	0.44335505	Thalassiosira pseudonana
ncbi296587	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda		Eukaryota	-2.7448235	2.718192	Micromonas commoda
ncbi296741	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Chiroxiphia	Chiroxiphia lanceolata		Eukaryota	3.1537	5.840426	Chiroxiphia lanceolata
ncbi29729	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium arboreum		Eukaryota	15.393551	11.26983	Gossypium arboreum
ncbi29730	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium raimondii		Eukaryota	15.253958	11.348705	Gossypium raimondii
ncbi29760	Viridiplantae	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera		Eukaryota	15.631596	11.363188	Vitis vinifera
ncbi29780	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera indica		Eukaryota	15.680863	10.714686	Mangifera indica
ncbi299123	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Lonchura	Lonchura striata		Eukaryota	4.291702	5.0236773	Lonchura striata
ncbi299321	Metazoa	Chordata	Actinopteri	Clupeiformes	Denticipitidae	Denticeps	Denticeps clupeoides	Neopterygii	Eukaryota	-10.987853	7.954166	Denticeps clupeoides
ncbi300111	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Temnothorax	Temnothorax curvispinosus	Pterygota	Eukaryota	1.3293886	5.74165	Temnothorax curvispinosus
ncbi30019	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila busckii	Pterygota	Eukaryota	-0.35291693	15.582245	Drosophila busckii
ncbi30023	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila elegans	Pterygota	Eukaryota	-4.377533	16.29679	Drosophila elegans
ncbi30025	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ficusphila	Pterygota	Eukaryota	-4.453514	16.362965	Drosophila ficusphila
ncbi30033	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila kikkawai	Pterygota	Eukaryota	-4.42658	16.392414	Drosophila kikkawai
ncbi30066	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles merus	Pterygota	Eukaryota	-1.0276383	15.7251625	Anopheles merus
ncbi30069	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles stephensi	Pterygota	Eukaryota	-0.1178688	15.502409	Anopheles stephensi
